data_name,split,patience,max_epoch,lr,weight_decay,log_interval,model_name,hidden_size,num_layer,dropout,gat_heads,gin_eps_trainable,seed,log_dir,acc,smv,smv_intra,smv_inter
CS,full,50,500,0.001,1e-05,1,gcn,128,16,0.5,1,False,3,./smv2,38.83, 13557884.00000, 13557886.00000, 13557887.00000
