data_name,split,patience,max_epoch,lr,weight_decay,log_interval,model_name,hidden_size,num_layer,dropout,gat_heads,gin_eps_trainable,seed,log_dir,acc,smv,smv_intra,smv_inter
cora,full,50,500,0.001,1e-05,1,gcn,128,16,0.5,1,False,3,./smv2,79.00, 2110789.00000, 2110789.00000, 2110789.00000
